id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
678;6;17;14;16;20;15;14;15;14;17;14;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
679;6;17;12;15;18;11;12;10;15;14;13;2;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
680;6;17;14;16;19;16;17;16;17;17;16;3;0;0;5;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
681;6;16;16;16;19;19;16;16;17;19;17;3;0;1;5;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
682;6;16;13;14;19;16;15;15;15;16;15;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
683;6;17;16;16;19;14;18;14;17;18;18;3;0;0;5;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
684;6;17;13;12;17;11;15;11;13;16;16;2;0;0;5;1;Facil;Indiferente;2 horas;Indiferente;4;Media
685;7;17;12;13;17;16;15;12;14;16;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
686;7;16;15;15;20;15;15;14;13;15;13;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
687;7;16;12;13;16;12;15;15;12;13;12;2;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
688;7;16;14;15;20;13;13;13;13;14;13;2;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
689;7;17;14;14;16;14;16;16;16;17;14;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
690;7;16;14;13;15;14;15;16;15;16;13;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
691;7;17;9;11;16;11;12;11;12;9;9;2;0;1;5;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
692;7;17;16;16;20;18;15;16;17;18;15;3;0;0;5;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
693;7;17;15;17;20;17;16;16;17;17;15;3;0;0;5;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
694;7;16;14;15;17;13;13;15;16;14;13;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
695;7;17;16;16;20;12;12;16;15;14;12;2;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
696;7;16;13;13;16;15;18;16;15;18;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
697;7;17;14;14;18;11;14;15;14;13;11;2;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
698;7;17;15;15;17;17;15;16;16;17;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
699;7;16;13;16;17;15;15;15;16;15;14;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
700;7;16;13;14;20;12;12;13;13;13;12;2;0;0;5;1;Facil;Indiferente;2 horas;Indiferente;1;Media
701;7;16;14;16;19;17;14;16;16;18;14;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
702;7;17;15;15;20;16;16;15;16;16;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
703;7;17;13;14;17;17;15;13;14;17;16;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
704;7;17;11;13;18;12;11;12;13;12;10;2;0;0;5;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
705;7;16;15;16;20;15;16;16;16;15;13;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
706;7;17;15;16;19;13;13;15;15;14;13;2;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
707;7;17;16;14;18;18;18;16;18;18;16;3;0;0;5;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
708;7;16;15;16;18;17;16;16;14;17;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
709;7;16;16;16;19;15;13;15;14;17;13;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
710;7;17;16;14;15;15;15;17;14;18;15;3;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
711;7;17;15;17;20;16;16;16;16;17;15;3;0;1;5;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
