id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
1;0;15;13;19;14;16;15;16;16;15;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
2;0;14;16;19;17;16;17;17;16;18;18;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
3;0;14;11;18;11;11;13;12;12;16;16;3;0;0;3;1;Facil;Indiferente;1 hora;Indiferente;1;Media
4;0;14;17;17;19;18;16;16;16;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
5;0;15;8;9;11;11;11;12;11;14;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;1 hora;Indiferente;2;Media
6;0;14;17;18;18;16;17;17;18;18;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
7;0;14;15;17;19;17;17;17;18;18;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Indiferente;2;Buena
8;0;14;18;18;20;18;18;17;17;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
9;0;14;6;6;10;11;11;10;9;8;8;1;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;5;Media
10;0;14;16;17;20;17;16;15;15;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
11;0;15;13;13;19;11;16;10;14;16;18;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
12;0;15;13;15;18;18;15;15;16;18;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
13;0;14;14;14;19;15;18;14;15;17;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
14;0;14;17;17;17;17;17;17;17;17;17;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
15;0;15;11;12;16;13;14;14;13;15;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
16;0;15;18;18;20;19;19;18;18;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
17;0;14;16;18;19;19;19;17;19;18;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
18;0;14;9;8;15;13;13;10;10;14;14;3;0;0;4;1;Facil;Indiferente;2 horas;Indiferente;3;Media
19;0;15;12;12;18;15;15;16;16;14;15;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;4;Media
20;0;15;15;17;19;13;12;10;14;13;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
21;0;14;16;17;18;16;19;16;17;17;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
22;0;14;14;14;17;17;17;16;18;16;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
23;0;15;14;14;18;18;17;16;15;18;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
24;0;15;11;9;16;11;13;9;11;12;13;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
25;0;15;19;19;20;18;19;17;18;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
26;0;14;17;18;19;19;18;17;18;18;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
27;0;15;12;12;17;13;18;15;11;13;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
28;0;14;17;18;19;16;15;15;17;18;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
29;1;14;17;17;19;19;17;16;17;19;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
30;1;15;16;19;19;18;17;17;17;20;20;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
31;1;15;12;15;16;15;11;10;14;16;16;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;4;Media
32;1;14;16;18;17;15;18;16;14;18;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
33;1;14;19;19;19;20;20;17;18;20;20;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
34;1;14;17;18;19;19;18;18;18;18;19;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;5;Muy buena
35;1;15;16;18;19;15;16;16;15;18;18;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
36;1;14;15;17;17;19;16;16;15;14;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;5;Buena
37;1;15;15;16;17;18;16;17;18;14;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
38;1;14;17;18;19;17;13;17;13;18;20;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
39;1;14;14;16;15;20;16;13;16;17;28;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
40;1;15;19;19;19;18;17;19;17;20;20;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
41;1;14;13;14;15;15;16;13;14;16;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
42;1;14;17;18;19;20;18;18;15;18;20;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
43;1;15;16;17;17;18;17;17;16;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
44;1;14;14;15;18;17;15;11;15;14;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
45;1;14;17;18;19;17;16;17;16;18;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
46;1;14;11;12;15;18;13;12;14;12;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
47;1;14;18;18;20;18;19;17;16;20;20;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
48;1;14;15;17;16;15;16;15;14;17;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
49;1;15;14;16;18;15;15;17;16;14;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
50;1;14;15;18;17;18;19;18;16;19;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
51;1;14;18;19;19;18;16;17;16;18;17;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;5;Muy buena
52;1;15;12;15;15;14;16;13;14;14;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
53;1;15;15;16;17;16;16;16;15;15;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
54;1;15;18;19;19;18;20;18;17;20;20;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
55;1;15;16;18;16;15;15;17;16;19;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
56;1;14;16;18;19;17;16;17;16;16;17;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
57;1;14;14;17;16;14;16;17;13;14;18;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
58;1;15;6;9;9;11;11;11;11;5;5;1;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
59;1;14;14;15;16;18;18;13;14;18;18;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
60;2;15;16;16;19;18;16;16;17;17;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;5;Buena
61;2;15;16;16;20;16;15;15;16;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
62;2;15;8;9;18;11;11;11;9;11;10;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
63;2;15;8;10;18;11;11;11;9;11;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
64;2;15;14;14;18;17;17;16;14;17;15;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
65;2;14;14;14;18;15;16;13;16;15;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
66;2;14;10;12;17;11;11;12;9;14;15;3;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
67;2;14;13;14;18;14;16;15;13;16;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
68;2;15;9;13;17;11;11;10;9;11;10;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
69;2;14;12;13;19;15;15;16;14;13;13;2;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;2;Media
70;2;14;9;11;18;11;11;13;10;13;13;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
71;2;14;11;11;16;17;18;11;13;18;13;2;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
72;2;14;14;15;20;15;14;15;14;15;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
73;2;15;13;15;16;14;16;16;18;13;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
74;2;15;16;17;19;17;16;17;16;18;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
75;2;14;15;15;20;14;14;14;16;17;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
76;2;14;14;14;19;16;14;14;15;16;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
77;2;14;12;11;18;12;11;12;12;11;12;2;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Mala
78;2;15;13;13;20;14;14;16;16;16;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
79;2;15;16;17;20;17;17;17;17;17;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
80;2;15;13;13;18;12;16;12;16;16;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Muy buena
81;2;14;11;12;18;11;13;10;11;13;13;2;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
82;2;15;13;16;19;18;15;15;15;15;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
83;2;14;9;9;19;12;11;10;11;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Mala
84;2;14;16;16;20;18;17;17;17;19;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
85;2;15;11;11;15;11;11;10;11;13;14;3;0;0;3;1;Ni facil ni dificil;Indiferente;1 hora;Indiferente;2;Media
86;2;15;14;14;16;14;15;14;15;15;14;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
87;2;14;11;12;17;11;11;11;11;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
88;2;15;12;13;18;14;16;12;13;16;16;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
89;2;15;9;8;19;11;11;11;12;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
90;2;14;14;15;17;17;12;12;16;15;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
91;3;14;15;16;19;18;17;16;17;17;18;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
92;3;15;11;11;19;13;11;11;11;15;15;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;3;Media
93;3;14;18;18;19;15;17;14;18;19;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
94;3;14;17;18;19;18;17;15;16;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
95;3;14;15;16;19;17;15;15;15;17;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
96;3;15;16;16;19;15;17;16;15;16;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
97;3;15;15;16;19;16;15;16;14;15;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
98;3;14;16;18;19;15;15;15;17;17;18;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
99;3;14;10;12;19;11;12;11;12;11;11;2;0;0;3;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Muy buena
100;3;14;15;14;19;16;16;12;16;18;18;3;0;0;3;1;Facil;Bueno;3 horas;Indiferente;3;Buena
101;3;15;10;12;19;11;11;10;11;13;14;3;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
102;3;15;15;15;19;14;15;15;14;17;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
103;3;15;10;12;19;14;12;12;12;14;13;2;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
104;3;15;17;19;19;17;18;17;17;17;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
105;3;14;17;17;19;18;18;18;19;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
106;3;15;10;11;19;11;12;10;12;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;5;Media
107;3;14;14;15;19;13;13;12;16;17;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
108;3;14;14;16;19;17;16;16;17;18;16;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
109;3;14;17;17;19;16;17;16;17;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
110;3;14;17;17;19;16;16;17;16;19;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
111;3;14;18;18;19;17;18;17;18;18;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
112;3;14;16;17;19;15;15;14;16;15;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
113;3;14;11;13;19;17;15;12;13;13;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
114;3;15;14;15;19;18;13;13;14;17;18;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
115;3;14;14;15;19;17;17;15;17;16;14;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
116;3;14;16;17;19;15;18;15;17;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;5;Buena
117;3;15;12;15;19;17;13;12;12;17;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
118;3;15;8;14;19;15;13;12;14;16;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
119;3;15;15;16;19;18;17;17;17;18;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
120;3;15;14;14;19;17;15;13;14;17;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
121;3;15;16;16;19;18;14;13;16;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
122;3;15;19;19;19;15;16;13;18;20;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
123;4;14;12;13;16;16;14;16;10;16;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
124;4;15;15;15;20;15;16;15;14;17;14;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
125;4;15;12;14;17;15;16;16;13;14;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
126;4;14;15;17;18;16;16;16;16;16;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
127;4;14;16;18;20;19;17;16;16;18;20;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
128;4;15;14;15;17;15;12;11;14;16;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
129;4;14;11;13;15;11;11;10;12;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Insatisfecho;3;Media
130;4;15;13;13;15;11;12;11;12;13;13;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
131;4;15;15;15;17;18;18;17;14;18;14;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
132;4;15;15;15;16;16;16;17;15;15;13;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
133;4;14;14;14;15;15;15;17;14;16;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
134;4;14;14;17;18;15;14;16;13;14;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
135;4;14;12;15;16;15;14;15;14;14;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
136;4;14;14;15;17;16;16;17;14;14;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
137;4;15;13;13;13;15;16;15;16;17;12;2;0;1;3;1;Facil;Bueno;3 horas;Indiferente;3;Buena
138;4;14;15;17;19;16;18;18;15;14;16;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
139;4;15;13;16;17;15;13;16;13;14;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
140;4;14;11;13;17;11;11;12;12;12;10;2;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
141;4;14;12;14;15;11;14;11;12;15;12;2;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
142;4;14;11;11;14;11;11;12;9;14;14;3;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
143;4;15;12;13;15;14;14;13;10;14;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
144;4;15;12;13;17;14;11;13;14;10;12;2;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
145;4;14;13;14;17;16;17;15;17;17;14;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
146;4;14;12;14;14;14;16;16;17;14;16;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
147;4;14;15;15;17;13;12;17;12;16;16;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
148;4;15;12;15;16;18;14;18;14;13;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
149;4;14;11;10;14;11;13;11;11;12;13;2;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
150;4;15;12;14;15;13;14;12;14;12;13;2;0;0;3;1;Facil;Bueno;1 hora;Satisfecho;1;Buena
151;4;14;12;11;12;12;15;16;12;14;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
152;4;15;16;17;20;19;16;17;16;17;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
153;4;14;13;12;13;17;14;17;14;14;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
154;5;14;9;14;11;11;11;10;8;9;10;2;0;0;3;1;Ni facil ni dificil;Indiferente;1 hora;Indiferente;2;Media
155;5;14;10;11;12;11;12;10;14;8;14;3;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
156;5;15;10;14;14;11;11;10;11;12;11;2;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
157;5;15;15;17;17;15;16;15;14;17;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
158;5;14;13;17;16;16;15;14;13;16;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
159;5;15;14;16;16;17;15;16;15;17;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
160;5;15;17;18;19;16;18;16;16;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
161;5;15;13;16;14;14;12;10;12;16;17;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;1;Media
162;5;15;12;16;16;14;12;11;12;13;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
163;5;15;14;12;14;15;13;11;16;15;11;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
164;5;14;18;18;19;18;18;18;17;18;18;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
165;5;15;9;13;13;15;13;11;11;17;12;2;0;1;3;1;Facil;Indiferente;2 horas;Indiferente;3;Media
166;5;15;17;19;18;20;20;18;18;20;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
167;5;14;11;15;15;12;14;16;16;13;10;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
168;5;15;16;18;18;14;14;15;14;15;14;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
169;5;14;11;17;15;15;16;15;14;17;14;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
170;5;14;15;17;17;17;15;15;16;17;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
171;5;14;15;17;18;14;16;16;15;16;14;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
172;5;14;16;17;17;17;16;16;16;17;17;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
173;5;14;18;19;19;17;18;17;18;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
174;5;15;12;16;15;13;16;15;17;16;10;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
175;5;15;8;12;11;13;16;10;10;16;13;2;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;3;Media
176;5;14;15;17;17;15;16;15;14;16;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
177;5;15;12;11;15;15;15;15;15;15;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
178;5;15;17;18;18;16;18;17;16;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
179;5;15;13;16;16;13;14;15;14;13;14;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
180;5;15;16;18;17;16;18;17;16;18;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
181;5;14;14;18;17;17;17;16;15;18;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
182;5;15;13;18;15;15;15;15;15;18;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
183;6;14;10;15;16;13;13;13;13;15;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
184;6;14;14;16;17;13;15;12;15;16;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
185;6;15;12;15;16;17;15;17;14;14;12;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
186;6;14;18;19;19;16;16;16;18;18;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
187;6;14;17;17;19;15;16;15;18;17;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
188;6;15;10;13;14;15;13;13;12;14;15;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
189;6;15;11;15;17;15;15;14;11;15;14;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
190;6;14;15;17;17;15;15;15;15;15;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
191;6;15;14;16;17;14;14;15;14;15;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
192;6;14;15;17;18;14;15;15;15;14;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
193;6;15;16;18;19;15;18;16;15;17;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
194;6;14;9;11;10;14;13;13;13;15;15;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;4;Media
195;6;15;10;13;16;14;16;14;14;17;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
196;6;14;13;16;18;13;13;12;13;15;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
197;6;14;13;17;18;14;17;13;17;16;18;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
198;6;15;9;12;14;12;14;11;13;14;15;3;0;1;3;1;Facil;Indiferente;2 horas;Indiferente;4;Media
199;6;15;15;16;18;15;17;17;14;16;17;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
200;6;14;17;18;18;16;18;15;17;17;18;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
201;6;15;12;14;16;13;13;14;12;14;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
202;6;14;16;18;18;16;16;15;15;16;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
203;6;14;12;13;16;12;11;13;11;13;13;2;0;1;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
204;6;14;12;15;16;13;14;14;14;14;13;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
205;6;15;12;16;18;17;17;16;15;15;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
206;6;14;11;14;15;14;17;12;13;15;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
207;6;15;13;15;18;15;15;13;15;13;15;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
208;6;14;11;14;14;15;15;14;13;16;13;2;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
209;6;14;18;19;19;18;19;17;19;19;19;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
210;6;15;15;16;16;14;17;14;17;17;18;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
211;6;15;12;14;15;11;16;12;11;15;16;3;0;0;3;1;Facil;Indiferente;2 horas;Indiferente;1;Media
212;7;15;13;15;16;18;18;17;16;18;17;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
213;7;15;15;18;18;18;16;16;16;18;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
214;7;15;16;17;19;18;17;16;15;18;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
215;7;14;15;16;18;18;17;14;16;17;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
216;7;15;17;18;20;17;17;17;17;18;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
